make_model,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Opel Astra,1700.0,Coupe,Used,No,176791.0,Manual,Benzine,Private seller,1796.0,5.0,190.0,Front,1,1170.0,No,Cloth,3.0,efficient,19.0,92.0,7.9,Standard,Standard,Safety Standard Package
Opel Astra,1700.0,Coupe,Used,No,176791.0,Manual,Benzine,Private seller,1796.0,5.0,190.0,Front,1,1170.0,Yes,Cloth,3.0,efficient,19.0,92.0,7.9,Standard,Standard,Safety Standard Package
Opel Astra,3500.0,Coupe,Used,No,225000.0,Manual,Diesel,Private seller,1598.0,6.0,130.0,Front,3,1550.0,No,Cloth,2.0,efficient,18.0,66.0,4.9,Standard,Standard,Safety Premium Package
Opel Astra,7200.0,Coupe,Used,No,131000.0,Manual,Benzine,Private seller,1998.0,5.0,169.0,Front,1,1365.0,Yes,Cloth,1.0,efficient,16.0,147.0,8.8,Standard,Standard,Safety Premium Package
Opel Astra,14950.0,Coupe,Used,No,28095.0,Manual,Benzine,Dealer,1598.0,5.0,147.0,Front,6,1550.0,Yes,Part/Full Leather,1.0,unefficient,6.0,147.0,6.2,Standard,Standard,Safety Premium Package
Opel Astra,8900.0,Coupe,Used,No,89800.0,Manual,Benzine,Dealer,1364.0,5.0,146.0,Front,3,1550.0,Yes,Part/Full Leather,2.0,efficient,8.0,88.0,6.2,Standard,Standard,Safety Premium Package
Opel Astra,8980.0,Coupe,Used,No,144410.0,Manual,Benzine,Dealer,1362.0,6.0,139.0,Front,11,1503.0,No,Part/Full Leather,1.0,unefficient,10.0,103.0,6.0,Standard,Standard,Safety Premium Package
Opel Astra,9250.0,Coupe,Used,Yes,129649.0,Manual,Benzine,Dealer,1598.0,6.0,169.0,Front,4,1371.0,Yes,Part/Full Leather,2.0,efficient,11.0,132.0,7.2,Standard,Standard,Safety Premium Package
Opel Corsa,10200.0,Coupe,Used,No,83200.0,Manual,Benzine,Private seller,1364.0,6.0,132.0,Front,8,1214.0,Yes,Cloth,2.0,unefficient,6.0,110.0,5.7,Standard,Plus,Safety Premium Package
Opel Adam,11950.0,Coupe,Used,No,85950.0,Manual,Benzine,Dealer,1364.0,6.0,140.0,Front,7,1135.0,Yes,Part/Full Leather,2.0,unefficient,7.0,110.0,5.9,Premium,Standard,Safety Premium Package
Opel Astra,2250.0,Coupe,Used,No,173000.0,Manual,Benzine,Private seller,1796.0,4.0,194.0,Front,1,1290.0,No,Cloth,4.0,efficient,17.0,92.0,8.1,Standard,Standard,Safety Premium Package
Opel Astra,7499.0,Coupe,Used,No,176000.0,Manual,Diesel,Private seller,1956.0,6.0,127.0,Front,11,1550.0,No,Part/Full Leather,2.0,efficient,11.0,121.0,4.8,Premium,Standard,Safety Premium Package
Opel Astra,1600.0,Coupe,Used,No,263000.0,Manual,Benzine,Private seller,1796.0,5.0,190.0,Front,9,1270.0,No,Part/Full Leather,5.0,efficient,18.0,92.0,7.9,Standard,Standard,Safety Premium Plus Package
Opel Astra,1950.0,Coupe,Used,No,256122.0,Manual,Benzine,Dealer,1598.0,5.0,171.0,Front,1,1140.0,No,Part/Full Leather,3.0,efficient,19.0,74.0,7.1,Standard,Standard,Safety Premium Package
Opel Astra,2200.0,Coupe,Used,No,238000.0,Manual,Diesel,Dealer,1910.0,5.0,157.0,Front,2,1550.0,No,Part/Full Leather,4.0,efficient,17.0,110.0,5.8,Standard,Standard,Safety Premium Package
Opel Astra,4300.0,Coupe,Used,No,203000.0,Manual,Benzine,Private seller,1998.0,5.0,169.0,Front,3,1265.0,No,Part/Full Leather,3.0,efficient,19.0,141.0,8.9,Standard,Standard,Safety Premium Package
Opel Astra,10300.0,Coupe,Used,No,104564.0,Manual,Benzine,Private seller,1364.0,6.0,169.0,Front,5,1437.0,Yes,Part/Full Leather,2.0,efficient,7.0,103.0,6.2,Standard,Standard,Safety Premium Package
Opel Astra,3750.0,Coupe,Used,No,154453.0,Manual,Diesel,Private seller,1686.0,5.0,135.0,Front,4,1315.0,No,Cloth,2.0,efficient,17.0,74.0,5.0,Standard,Standard,Safety Premium Package
Opel Astra,2990.0,Coupe,Used,No,169000.0,Manual,Diesel,Dealer,1686.0,5.0,138.0,Front,1,1345.0,No,Cloth,1.0,unefficient,14.0,74.0,5.1,Standard,Standard,Safety Premium Package
Opel Astra,2590.0,Coupe,Used,No,150000.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,1,1550.0,No,Cloth,3.0,unefficient,14.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,1940.0,Coupe,Used,No,236829.0,Manual,Benzine,Dealer,1796.0,5.0,190.0,Front,5,1170.0,Yes,Cloth,5.0,efficient,19.0,92.0,7.8,Standard,Standard,Safety Premium Package
Opel Astra,800.0,Coupe,Used,No,494457.0,Manual,Benzine,Private seller,1796.0,5.0,184.0,Front,2,1260.0,No,Cloth,2.0,efficient,17.0,92.0,7.8,Standard,Plus,Safety Premium Package
Opel Astra,6000.0,Coupe,Used,No,87000.0,Manual,Benzine,Private seller,1598.0,5.0,169.0,Front,1,1111.0,Yes,Part/Full Leather,2.0,efficient,17.0,80.0,6.6,Standard,Standard,Safety Premium Package
Opel Astra,6900.0,Coupe,Used,No,83100.0,Manual,Benzine,Dealer,1796.0,5.0,195.0,Front,3,1550.0,No,Cloth,2.0,efficient,17.0,92.0,8.1,Standard,Standard,Safety Premium Package
Opel Corsa,14690.0,Coupe,Used,Yes,47667.0,Manual,Benzine,Dealer,1598.0,6.0,178.0,Front,2,1178.0,Yes,Part/Full Leather,1.0,unefficient,10.0,155.0,7.6,Standard,Standard,Safety Premium Package
Opel Adam,17490.0,Coupe,Used,No,23815.0,Manual,Benzine,Dealer,1364.0,6.0,144.0,Front,6,1135.0,Yes,Part/Full Leather,1.0,unefficient,3.0,110.0,6.4,Premium,Standard,Safety Premium Package
Opel Astra,11200.0,Coupe,Used,No,70755.0,Manual,Benzine,Private seller,1600.0,6.0,169.0,Front,5,1550.0,Yes,Part/Full Leather,2.0,unefficient,10.0,132.0,7.25,Standard,Standard,Safety Standard Package
Opel Astra,2690.0,Coupe,Used,No,270000.0,Manual,Benzine,Dealer,1598.0,5.0,154.0,Front,6,1550.0,Yes,Cloth,2.0,unefficient,15.0,77.0,6.4,Premium,Standard,Safety Premium Package
Opel Astra,2999.0,Coupe,Used,No,183000.0,Manual,Benzine,Dealer,1598.0,5.0,161.0,Front,1,1550.0,No,Cloth,1.0,unefficient,13.0,85.0,6.7,Standard,Standard,Safety Premium Package
Opel Astra,2100.0,Coupe,Used,No,218000.0,Automatic,Benzine,Private seller,2198.0,5.0,169.0,Front,4,1298.0,No,Cloth,2.0,efficient,20.0,108.0,8.2,Standard,Standard,Safety Standard Package
Opel Astra,9950.0,Coupe,Used,No,129120.0,Manual,Benzine,Dealer,1364.0,6.0,142.0,Front,7,1550.0,No,Cloth,2.0,efficient,8.0,103.0,6.0,Premium,Standard,Safety Premium Package
Opel Astra,7950.0,Coupe,Used,No,148000.0,Manual,Benzine,Dealer,1364.0,5.0,142.0,Front,4,1550.0,Yes,Cloth,2.0,unefficient,10.0,103.0,6.0,Standard,Standard,Safety Premium Package
Opel Astra,1900.0,Coupe,Used,No,190000.0,Manual,Benzine,Private seller,1796.0,5.0,182.0,Front,1,1270.0,No,Cloth,2.0,efficient,17.0,92.0,7.6,Standard,Standard,Safety Premium Package
Opel Astra,2945.0,Coupe,Used,No,245793.0,Manual,Benzine,Dealer,1598.0,5.0,146.0,Front,3,1150.0,Yes,Cloth,3.0,unefficient,14.0,85.0,6.2,Standard,Standard,Safety Premium Plus Package
Opel Astra,11199.0,Coupe,Used,No,69000.0,Manual,Benzine,Dealer,1364.0,5.0,161.0,Front,11,1550.0,Yes,Part/Full Leather,2.0,efficient,9.0,103.0,6.8,Standard,Plus,Safety Premium Package
Opel Astra,2850.0,Coupe,Used,No,203600.0,Manual,Diesel,Private seller,1910.0,6.0,157.0,Front,3,1393.0,No,Part/Full Leather,2.0,efficient,17.0,88.0,5.8,Standard,Standard,Safety Premium Package
Opel Astra,11450.0,Coupe,Used,No,138000.0,Automatic,Diesel,Dealer,1956.0,5.0,151.0,Front,4,1550.0,Yes,Cloth,2.0,efficient,9.0,121.0,4.9,Premium,Standard,Safety Premium Package
Opel Astra,1000.0,Coupe,Used,No,245715.0,Manual,Benzine,Private seller,1796.0,5.0,190.0,Front,1,1170.0,No,Cloth,2.0,efficient,20.0,92.0,7.9,Standard,Standard,Safety Standard Package
Opel Astra,2490.0,Coupe,Used,No,225900.0,Manual,Benzine,Dealer,1598.0,5.0,163.0,Front,2,1550.0,No,Cloth,1.0,efficient,16.0,77.0,6.8,Standard,Standard,Safety Premium Package
Opel Corsa,9900.0,Coupe,Used,No,125167.0,Manual,Benzine,Dealer,1398.0,5.0,128.0,Front,3,1199.0,No,Cloth,1.0,unefficient,6.0,66.0,5.6,Standard,Standard,Safety Premium Package
Opel Astra,8000.0,Coupe,Used,No,200000.0,Manual,Diesel,Private seller,1598.0,6.0,97.0,Front,7,1518.0,Yes,Cloth,2.0,efficient,7.0,81.0,3.7,Standard,Standard,Safety Premium Plus Package
Opel Corsa,11800.0,Coupe,Used,No,68000.0,Manual,Benzine,Private seller,1364.0,6.0,136.0,Front,3,1214.0,No,Cloth,1.0,unefficient,6.0,110.0,5.9,Standard,Standard,Safety Premium Package
Opel Astra,2990.0,Coupe,Used,No,183000.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,1,1550.0,No,Cloth,2.0,unefficient,14.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,3500.0,Coupe,Used,No,215554.0,Manual,Benzine,Dealer,1598.0,5.0,161.0,Front,5,1220.0,Yes,Cloth,2.0,unefficient,14.0,85.0,6.7,Standard,Standard,Safety Premium Package
Opel Astra,3000.0,Coupe,Used,No,178000.0,Manual,Benzine,Private seller,1598.0,5.0,155.0,Front,1,1150.0,Yes,Cloth,2.0,unefficient,14.0,85.0,6.5,Standard,Standard,Safety Premium Package
Opel Astra,4900.0,Coupe,Used,No,108000.0,Manual,Benzine,Dealer,1598.0,5.0,161.0,Front,3,1550.0,Yes,Cloth,2.0,unefficient,12.0,85.0,6.7,Standard,Standard,Safety Premium Package
Opel Astra,4444.0,Coupe,Used,No,187000.0,Manual,Benzine,Dealer,1598.0,5.0,0.0,Front,7,1550.0,No,Cloth,2.0,unefficient,15.0,77.0,7.25,Standard,Standard,Safety Premium Package
Opel Astra,5290.0,Coupe,Used,Yes,152682.0,Manual,Diesel,Dealer,1910.0,6.0,159.0,Front,3,1393.0,Yes,Part/Full Leather,2.0,unefficient,15.0,110.0,5.9,Standard,Standard,Safety Premium Package
Opel Astra,2999.0,Coupe,Used,No,158300.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,3,1550.0,No,Cloth,1.0,efficient,16.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,4900.0,Coupe,Used,No,154460.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,4,1550.0,No,Cloth,3.0,unefficient,12.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,2999.0,Coupe,Used,No,124800.0,Manual,Benzine,Dealer,1796.0,5.0,190.0,Front,3,1550.0,Yes,Cloth,3.0,efficient,17.0,92.0,7.9,Standard,Standard,Safety Premium Package
Opel Astra,3550.0,Coupe,Used,No,181000.0,Manual,Benzine,Private seller,1598.0,5.0,158.0,Front,10,1145.0,Yes,Cloth,6.0,unefficient,15.0,77.0,6.6,Standard,Plus,Safety Premium Package
Opel Astra,11250.0,Coupe,Used,No,79812.0,Manual,Benzine,Dealer,1362.0,6.0,140.0,Front,4,1503.0,No,Cloth,1.0,efficient,9.0,88.0,6.0,Standard,Standard,Safety Premium Package
Opel Adam,13950.0,Coupe,Used,Yes,77612.0,Manual,Benzine,Dealer,1364.0,6.0,0.0,Front,5,1135.0,Yes,Part/Full Leather,2.0,unefficient,3.0,110.0,6.4,Standard,Standard,Safety Premium Package
Opel Astra,2750.0,Coupe,Used,No,160000.0,Manual,Diesel,Dealer,1248.0,5.0,137.0,Front,2,1550.0,Yes,Cloth,6.0,unefficient,15.0,66.0,5.1,Standard,Standard,Safety Premium Package
Opel Astra,9800.0,Coupe,Used,No,116000.0,Manual,Liquid/Natural Gas,Private seller,1364.0,6.0,138.0,Front,14,1393.0,Yes,Part/Full Leather,1.0,unefficient,10.0,103.0,5.9,Premium,Standard,Safety Premium Package
Opel Astra,1499.0,Coupe,Used,No,180000.0,Manual,Benzine,Private seller,1598.0,5.0,169.0,Front,5,1515.0,Yes,Cloth,2.0,unefficient,14.0,66.0,7.0,Standard,Standard,Safety Premium Package
Opel Astra,6999.0,Coupe,Used,No,169448.0,Manual,Benzine,Dealer,1364.0,5.0,140.0,Front,5,1550.0,Yes,Cloth,3.0,efficient,9.0,103.0,5.9,Standard,Standard,Safety Premium Package
Opel Astra,2700.0,Coupe,Used,No,226149.0,Manual,Benzine,Private seller,1796.0,5.0,169.0,Front,1,1278.0,No,Cloth,6.0,unefficient,15.0,103.0,7.3,Standard,Standard,Safety Premium Package
Opel Astra,2690.0,Coupe,Used,No,168000.0,Manual,Benzine,Dealer,1598.0,5.0,161.0,Front,3,1550.0,Yes,Cloth,2.0,unefficient,14.0,85.0,6.7,Standard,Standard,Safety Premium Package
Opel Astra,2900.0,Coupe,Used,No,205000.0,Manual,Benzine,Private seller,1364.0,5.0,151.0,Front,1,1110.0,Yes,Cloth,3.0,efficient,17.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,3500.0,Coupe,Used,No,94000.0,Manual,Benzine,Private seller,1796.0,5.0,169.0,Front,1,1260.0,Yes,Cloth,2.0,efficient,20.0,92.0,7.8,Standard,Standard,Safety Premium Package
Opel Corsa,10700.0,Coupe,Used,Yes,77061.0,Manual,Liquid/Natural Gas,Dealer,1398.0,5.0,128.0,Front,1,1252.0,No,Cloth,1.0,unefficient,4.0,66.0,5.6,Standard,Standard,Safety Premium Package
Opel Astra,5290.0,Coupe,Used,No,70044.0,Manual,Benzine,Dealer,1598.0,5.0,163.0,Front,3,1550.0,Yes,Cloth,1.0,unefficient,15.0,77.0,6.8,Standard,Plus,Safety Premium Package
Opel Astra,2499.0,Coupe,Used,No,236047.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,1,1110.0,Yes,Cloth,1.0,efficient,16.0,66.0,6.3,Standard,Standard,Safety Standard Package
Opel Astra,16990.0,Coupe,Used,No,40727.0,Automatic,Benzine,Dealer,1598.0,5.0,164.0,Front,6,1550.0,No,Cloth,1.0,efficient,5.0,125.0,7.0,Premium,Standard,Safety Premium Package
Opel Corsa,3700.0,Coupe,Used,No,230000.0,Manual,Benzine,Private seller,1398.0,5.0,134.0,Front,10,1040.0,No,Cloth,2.0,efficient,11.0,64.0,5.7,Standard,Plus,Safety Premium Package
Opel Corsa,12450.0,Coupe,Used,No,36000.0,Manual,Benzine,Dealer,1364.0,5.0,125.0,Front,4,1199.0,Yes,Cloth,1.0,unefficient,4.0,74.0,5.5,Standard,Standard,Safety Premium Package
Opel Astra,5500.0,Coupe,Used,No,85850.0,Manual,Benzine,Private seller,1364.0,5.0,146.0,Front,6,1120.0,Yes,Cloth,3.0,unefficient,13.0,66.0,6.1,Standard,Standard,Safety Premium Plus Package
Opel Astra,2095.0,Coupe,Used,No,142053.0,Manual,Benzine,Dealer,2198.0,5.0,197.0,Front,1,1230.0,No,Cloth,5.0,efficient,19.0,108.0,7.25,Standard,Standard,Safety Standard Package
Opel Corsa,19000.0,Coupe,Used,No,19000.0,Manual,Benzine,Private seller,1400.0,6.0,136.0,Front,5,1199.0,No,Part/Full Leather,2.0,unefficient,3.0,110.0,5.800000000000001,Standard,Plus,Safety Standard Package
Opel Astra,6450.0,Coupe,Used,No,83164.0,Manual,Benzine,Dealer,1796.0,5.0,180.0,Front,7,1550.0,Yes,Part/Full Leather,2.0,unefficient,13.0,103.0,7.5,Standard,Standard,Safety Premium Package
Opel Astra,3000.0,Coupe,Used,No,219500.0,Manual,Benzine,Private seller,1796.0,5.0,169.0,Front,1,1165.0,No,Part/Full Leather,2.0,unefficient,14.0,103.0,7.1,Standard,Standard,Safety Standard Package
Opel Astra,2640.0,Coupe,Used,No,150000.0,Manual,Benzine,Dealer,1598.0,5.0,163.0,Front,1,1550.0,No,Cloth,1.0,unefficient,15.0,77.0,6.8,Standard,Standard,Safety Premium Package
Opel Astra,2300.0,Coupe,Used,No,220000.0,Manual,Benzine,Dealer,1364.0,5.0,149.0,Front,1,1220.0,Yes,Cloth,3.0,efficient,17.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,12500.0,Coupe,Used,No,95000.0,Manual,Benzine,Private seller,1598.0,6.0,143.0,Front,13,1503.0,Yes,Part/Full Leather,1.0,efficient,9.0,125.0,6.1,Premium,Plus,Safety Premium Package
Opel Astra,3399.0,Coupe,Used,No,190000.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,2,1550.0,Yes,Cloth,4.0,unefficient,13.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,2600.0,Coupe,Used,No,167000.0,Manual,Benzine,Dealer,1364.0,5.0,146.0,Front,4,1210.0,No,Cloth,2.0,unefficient,14.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,1790.0,Coupe,Used,No,142650.0,Manual,Benzine,Private seller,1796.0,5.0,169.0,Front,3,1270.0,No,Cloth,2.0,efficient,20.0,62.0,7.6,Standard,Standard,Safety Premium Package
Opel Astra,2300.0,Coupe,Used,No,196000.0,Manual,Benzine,Private seller,2198.0,5.0,197.0,Front,8,1298.0,No,Cloth,5.0,efficient,19.0,108.0,8.2,Standard,Plus,Safety Standard Package
Opel Astra,12999.0,Coupe,Used,No,64900.0,Automatic,Benzine,Dealer,1364.0,5.0,161.0,Front,8,1550.0,Yes,Cloth,2.0,unefficient,10.0,103.0,6.8,Standard,Standard,Safety Premium Package
Opel Corsa,13400.0,Coupe,Used,Yes,68343.0,Manual,Diesel,Dealer,1398.0,5.0,99.5,Front,1,1199.0,Yes,Part/Full Leather,1.0,unefficient,4.0,70.0,3.7,Standard,Plus,Safety Premium Package
Opel Astra,2250.0,Coupe,Used,No,240000.0,Manual,Benzine,Private seller,2198.0,5.0,209.0,Front,6,1298.0,Yes,Part/Full Leather,3.0,efficient,20.0,108.0,8.7,Standard,Standard,Safety Premium Package
Opel Astra,5499.0,Coupe,Used,No,160000.0,Manual,Benzine,Dealer,1598.0,5.0,161.0,Front,6,1550.0,Yes,Cloth,3.0,unefficient,12.0,85.0,6.7,Standard,Standard,Safety Premium Package
Opel Corsa,1475.0,Coupe,Used,No,186694.0,Manual,Benzine,Private seller,1389.0,5.0,173.0,Front,2,955.0,No,Part/Full Leather,3.0,efficient,20.0,66.0,7.2,Standard,Standard,Safety Standard Package
Opel Astra,12500.0,Coupe,Used,No,61979.0,Manual,Benzine,Private seller,1364.0,6.0,139.0,Front,12,1437.0,Yes,Part/Full Leather,1.0,unefficient,10.0,103.0,5.9,Premium,Standard,Safety Premium Package
Opel Astra,2900.0,Coupe,Used,No,199700.0,Manual,Benzine,Dealer,1598.0,5.0,161.0,Front,6,1550.0,No,Cloth,3.0,efficient,16.0,77.0,6.8,Standard,Standard,Safety Premium Package
Opel Astra,16000.0,Coupe,Used,No,131850.0,Manual,Benzine,Private seller,1998.0,6.0,184.0,Front,8,1550.0,Yes,Part/Full Leather,1.0,efficient,9.0,206.0,7.8,Standard,Standard,Safety Premium Package
Opel Astra,6750.0,Coupe,Used,Yes,117000.0,Manual,Benzine,Dealer,1598.0,5.0,156.0,Front,8,1220.0,Yes,Cloth,2.0,unefficient,14.0,85.0,6.6,Standard,Standard,Safety Premium Package
Opel Astra,8990.0,Coupe,Used,No,134000.0,Manual,Benzine,Dealer,1364.0,5.0,142.0,Front,6,1550.0,Yes,Part/Full Leather,1.0,unefficient,10.0,103.0,6.0,Standard,Standard,Safety Premium Package
Opel Astra,7450.0,Coupe,Used,No,117800.0,Manual,Benzine,Dealer,1398.0,5.0,140.0,Front,3,1550.0,No,Part/Full Leather,2.0,efficient,9.0,74.0,5.9,Standard,Standard,Safety Premium Package
Opel Astra,6950.0,Coupe,Used,No,131000.0,Manual,Benzine,Dealer,1364.0,5.0,140.0,Front,5,1550.0,No,Part/Full Leather,2.0,efficient,11.0,103.0,5.9,Standard,Standard,Safety Premium Package
Opel Corsa,10800.0,Coupe,Used,Yes,112000.0,Manual,Diesel,Dealer,1248.0,5.0,85.0,Front,1,1199.0,No,Cloth,1.0,unefficient,5.0,70.0,3.2,Standard,Standard,Safety Premium Package
Opel Corsa,11500.0,Coupe,Used,Yes,120027.0,Manual,Diesel,Dealer,1398.0,5.0,99.5,Front,1,1199.0,Yes,Cloth,1.0,unefficient,4.0,55.0,3.7,Standard,Plus,Safety Premium Package
Opel Corsa,5200.0,Coupe,Used,Yes,143000.0,Manual,Benzine,Dealer,1229.0,5.0,124.0,Front,4,1105.0,No,Part/Full Leather,1.0,unefficient,10.0,63.0,5.3,Standard,Standard,Safety Premium Package
Opel Astra,4000.0,Coupe,Used,No,138000.0,Manual,Benzine,Dealer,1364.0,5.0,151.0,Front,2,1550.0,Yes,Part/Full Leather,2.0,unefficient,13.0,66.0,6.3,Standard,Standard,Safety Premium Package
Opel Astra,10490.0,Coupe,Used,No,88000.0,Manual,Benzine,Dealer,1364.0,5.0,146.0,Front,6,1550.0,Yes,Part/Full Leather,2.0,efficient,7.0,88.0,6.2,Standard,Plus,Safety Premium Package
Opel Astra,6100.0,Coupe,Used,No,150000.0,Manual,Diesel,Private seller,1598.0,6.0,130.0,Front,7,1550.0,Yes,Cloth,3.0,unefficient,12.0,92.0,5.4,Standard,Standard,Safety Premium Package
Opel Astra,8990.0,Coupe,Used,No,168914.0,Manual,Benzine,Dealer,1998.0,5.0,214.0,Front,2,1345.0,No,Cloth,1.0,efficient,19.0,147.0,8.9,Standard,Standard,Safety Premium Package
Opel Astra,2500.0,Coupe,Used,No,216000.0,Manual,Benzine,Private seller,1796.0,5.0,190.0,Front,3,1165.0,No,Cloth,2.0,efficient,17.0,92.0,7.9,Standard,Standard,Safety Standard Package
Opel Corsa,11700.0,Coupe,Used,No,44000.0,Manual,Diesel,Dealer,1248.0,5.0,101.0,Front,8,1199.0,Yes,Cloth,1.0,unefficient,5.0,55.0,3.8,Standard,Plus,Safety Premium Package
Opel Astra,5990.0,Coupe,Used,No,77645.0,Automatic,Benzine,Dealer,1796.0,5.0,199.0,Front,6,1550.0,Yes,Part/Full Leather,2.0,efficient,17.0,92.0,8.3,Standard,Standard,Safety Premium Package
Opel Astra,1200.0,Coupe,Used,No,270000.0,Manual,Diesel,Private seller,1686.0,5.0,130.0,Front,2,1264.0,Yes,Part/Full Leather,5.0,efficient,18.0,55.0,4.8,Standard,Standard,Safety Premium Plus Package
Opel Astra,2500.0,Coupe,Used,No,195021.0,Manual,Diesel,Private seller,1700.0,5.0,130.0,Front,4,1550.0,No,Part/Full Leather,2.0,efficient,17.0,74.0,4.9,Standard,Plus,Safety Premium Package
Opel Astra,4800.0,Coupe,Used,No,154495.0,Manual,Diesel,Dealer,1910.0,6.0,159.0,Front,1,1613.0,No,Part/Full Leather,2.0,unefficient,14.0,110.0,6.0,Standard,Standard,Safety Standard Package
Opel Astra,5450.0,Coupe,Used,No,170733.0,Manual,Benzine,Private seller,1796.0,5.0,169.0,Front,7,1165.0,No,Part/Full Leather,3.0,unefficient,13.0,103.0,7.1,Standard,Standard,Safety Premium Package
Opel Astra,7200.0,Coupe,Used,No,136000.0,Manual,Benzine,Private seller,1796.0,5.0,169.0,Front,11,1278.0,Yes,Part/Full Leather,3.0,unefficient,13.0,103.0,7.1,Standard,Standard,Safety Standard Package
Opel Grandland X,14990.0,Off-Road/Pick-up,Used,No,161364.0,Manual,Diesel,Dealer,1560.0,6.0,111.0,Front,7,1373.0,Yes,Cloth,1.0,efficient,5.0,88.0,4.3,Standard,Standard,Safety Premium Package
Opel Grandland X,20990.0,Off-Road/Pick-up,Used,Yes,84300.0,Automatic,Diesel,Dealer,1997.0,8.0,126.0,Front,5,1575.0,Yes,Part/Full Leather,1.0,efficient,4.0,130.0,4.8,Standard,Standard,Safety Premium Package
Opel Grandland X,30989.0,Off-Road/Pick-up,Used,Yes,17950.0,Automatic,Benzine,Dealer,1598.0,8.0,126.0,4WD,9,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,221.0,3.5,Premium,Plus,Safety Premium Package
Opel Grandland X,21940.0,Off-Road/Pick-up,Used,No,114688.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,6,1875.0,Yes,Part/Full Leather,1.0,efficient,3.0,130.0,4.9,Standard,Plus,Safety Premium Package
Opel Grandland X,30990.0,Off-Road/Pick-up,Used,Yes,68840.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,12,1875.0,Yes,Cloth,2.0,efficient,2.0,221.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,13990.0,Off-Road/Pick-up,Used,Yes,136000.0,Manual,Diesel,Dealer,1560.0,6.0,118.0,Front,1,1350.0,No,Cloth,1.0,efficient,4.0,88.0,4.3,Standard,Standard,Safety Premium Package
Opel Grandland X,16495.0,Off-Road/Pick-up,Used,No,103255.0,Manual,Diesel,Dealer,1560.0,6.0,118.0,Front,8,1392.0,Yes,Part/Full Leather,1.0,efficient,4.0,88.0,4.3,Standard,Plus,Safety Premium Package
Opel Grandland X,32690.0,Off-Road/Pick-up,Demonstration,No,18000.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,5,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,221.0,1.5,Premium,Standard,Safety Premium Package
Opel Grandland X,30400.0,Off-Road/Pick-up,Used,Yes,21262.0,Automatic,Benzine,Dealer,1598.0,8.0,120.0,Front,1,1875.0,No,Part/Full Leather,1.0,efficient,2.0,221.0,7.0,Premium,Plus,Safety Premium Package
Opel Grandland X,28500.0,Off-Road/Pick-up,Used,No,30000.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,7,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,134.0,5.8,Standard,Plus,Safety Premium Package
Opel Grandland X,25389.0,Off-Road/Pick-up,Used,Yes,53900.0,Automatic,Benzine,Dealer,1997.0,8.0,122.0,Front,8,1875.0,Yes,Cloth,2.0,efficient,2.0,130.0,4.6,Premium,Plus,Safety Premium Package
Opel Grandland X,34990.0,Off-Road/Pick-up,Used,Yes,7740.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,10,1875.0,Yes,Cloth,2.0,efficient,2.0,221.0,1.5,Premium,Standard,Safety Premium Package
Opel Grandland X,35990.0,Off-Road/Pick-up,Used,No,24682.0,Automatic,Benzine,Dealer,1598.0,8.0,120.0,4WD,6,1875.0,No,Part/Full Leather,1.0,efficient,1.0,221.0,5.2,Premium,Plus,Safety Premium Package
Opel Grandland X,25450.0,Off-Road/Pick-up,Used,No,56429.0,Automatic,Diesel,Dealer,1997.0,8.0,126.0,Front,6,1575.0,Yes,Part/Full Leather,1.0,efficient,3.0,130.0,4.8,Premium,Standard,Safety Premium Package
Opel Grandland X,32978.0,Off-Road/Pick-up,Used,Yes,29100.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,9,1875.0,Yes,Part/Full Leather,2.0,efficient,2.0,147.0,1.5,Premium,Plus,Safety Premium Package
