make_model,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Opel Grandland X,48489.0,Off-Road/Pick-up,Demonstration,Yes,9900.0,Automatic,Benzine,Dealer,1598.0,8.0,35.0,4WD,10,1876.0,Yes,Part/Full Leather,1.0,efficient,0.0,221.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,19700.0,Off-Road/Pick-up,Used,Yes,79659.0,Automatic,Benzine,Dealer,1199.0,6.0,120.0,Front,3,1875.0,No,Part/Full Leather,1.0,efficient,4.0,96.0,5.2,Standard,Plus,Safety Premium Plus Package
Opel Grandland X,27900.0,Off-Road/Pick-up,Used,Yes,40000.0,Automatic,Diesel,Dealer,1998.0,8.0,118.0,Front,1,1575.0,No,Part/Full Leather,1.0,efficient,7.0,130.0,4.8,Standard,Standard,Safety Premium Package
Opel Grandland X,35980.0,Off-Road/Pick-up,Used,Yes,30700.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,12,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,221.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,24965.0,Off-Road/Pick-up,Used,Yes,42807.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,9,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,26489.0,Off-Road/Pick-up,Used,Yes,22700.0,Automatic,Diesel,Dealer,1997.0,8.0,122.0,Front,10,1575.0,Yes,Part/Full Leather,1.0,efficient,2.0,130.0,4.6,Premium,Plus,Safety Premium Package
Opel Insignia,17000.0,Off-Road/Pick-up,Used,Yes,128803.0,Automatic,Diesel,Dealer,1956.0,8.0,145.0,4WD,1,1487.0,No,Part/Full Leather,1.0,unefficient,4.0,155.0,6.0,Standard,Standard,Safety Premium Package
Opel Grandland X,25389.0,Off-Road/Pick-up,Used,Yes,52200.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,7,1575.0,Yes,Part/Full Leather,1.0,efficient,2.0,130.0,0.0,Premium,Standard,Safety Premium Package
Opel Grandland X,35930.0,Off-Road/Pick-up,Used,No,31199.0,Automatic,Benzine,Dealer,1598.0,8.0,30.0,4WD,10,1875.0,No,Part/Full Leather,2.0,efficient,2.0,147.0,1.5,Standard,Plus,Safety Premium Package
Opel Grandland X,31950.0,Off-Road/Pick-up,Used,No,27800.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,5,1875.0,No,Cloth,2.0,efficient,2.0,221.0,1.5,Premium,Standard,Safety Premium Package
Opel Grandland X,34850.0,Off-Road/Pick-up,Used,Yes,18737.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,12,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,147.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,32440.0,Off-Road/Pick-up,Used,No,20500.0,Automatic,Benzine,Dealer,1598.0,8.0,36.0,4WD,10,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,221.0,1.6,Premium,Standard,Safety Premium Package
Opel Grandland X,31989.0,Off-Road/Pick-up,Used,Yes,41600.0,Automatic,Benzine,Dealer,1598.0,8.0,126.0,4WD,11,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,147.0,5.5,Premium,Plus,Safety Premium Package
Opel Grandland X,21380.0,Off-Road/Pick-up,Used,Yes,27269.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,13,1370.0,Yes,Part/Full Leather,1.0,efficient,3.0,96.0,5.2,Premium,Standard,Safety Premium Package
Opel Grandland X,31989.0,Off-Road/Pick-up,Used,Yes,28850.0,Automatic,Benzine,Dealer,1598.0,8.0,35.0,Front,11,1875.0,Yes,Part/Full Leather,2.0,efficient,2.0,165.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,32950.0,Off-Road/Pick-up,Used,Yes,25744.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,5,1875.0,Yes,Part/Full Leather,2.0,efficient,2.0,221.0,1.5,Premium,Standard,Safety Premium Package
Opel Grandland X,27950.0,Off-Road/Pick-up,Used,No,42000.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,9,1575.0,No,Part/Full Leather,1.0,efficient,2.0,130.0,4.9,Premium,Plus,Safety Premium Package
Opel Grandland X,24989.0,Off-Road/Pick-up,Used,Yes,54700.0,Automatic,Diesel,Dealer,1997.0,8.0,122.0,Front,8,1575.0,Yes,Cloth,1.0,efficient,2.0,130.0,4.6,Premium,Plus,Safety Premium Package
Opel Grandland X,29990.0,Off-Road/Pick-up,Used,No,24937.0,Automatic,Benzine,Dealer,1598.0,8.0,35.0,Front,7,1875.0,No,Part/Full Leather,2.0,efficient,2.0,165.0,5.5,Standard,Standard,Safety Premium Package
Opel Grandland X,20490.0,Off-Road/Pick-up,Used,No,20500.0,Manual,Benzine,Dealer,1199.0,6.0,114.0,Front,6,1370.0,Yes,Cloth,1.0,efficient,2.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,28990.0,Off-Road/Pick-up,Used,No,8900.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,6,1575.0,Yes,Cloth,2.0,efficient,2.0,130.0,4.9,Standard,Plus,Safety Premium Package
Opel Grandland X,19980.0,Off-Road/Pick-up,Used,No,65232.0,Manual,Diesel,Dealer,1499.0,6.0,111.0,Front,10,1875.0,Yes,Part/Full Leather,2.0,efficient,3.0,96.0,4.2,Premium,Plus,Safety Premium Package
Opel Grandland X,33330.0,Off-Road/Pick-up,Demonstration,Yes,33500.0,Automatic,Benzine,Dealer,1600.0,8.0,126.0,4WD,3,1875.0,Yes,Cloth,1.0,efficient,2.0,221.0,5.5,Premium,Standard,Safety Premium Package
Opel Grandland X,40890.0,Off-Road/Pick-up,Used,No,25.0,Automatic,Benzine,Dealer,1598.0,8.0,126.0,4WD,10,1875.0,Yes,Part/Full Leather,1.0,efficient,1.0,221.0,5.5,Standard,Plus,Safety Premium Package
Opel Grandland X,26950.0,Off-Road/Pick-up,Used,Yes,27590.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,12,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,23989.0,Off-Road/Pick-up,Used,Yes,72200.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,11,1575.0,Yes,Part/Full Leather,1.0,efficient,3.0,130.0,4.9,Premium,Plus,Safety Premium Package
Opel Grandland X,20990.0,Off-Road/Pick-up,Used,Yes,34000.0,Automatic,Benzine,Dealer,1199.0,8.0,115.0,Front,8,1393.0,Yes,Cloth,2.0,efficient,3.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,23997.0,Off-Road/Pick-up,Used,No,23411.0,Manual,Diesel,Dealer,1499.0,6.0,111.0,Front,7,1435.0,Yes,Cloth,1.0,efficient,2.0,96.0,4.2,Premium,Standard,Safety Premium Package
Opel Grandland X,32590.0,Off-Road/Pick-up,Demonstration,Yes,12237.0,Manual,Benzine,Dealer,1598.0,6.0,117.0,Front,4,1875.0,No,Part/Full Leather,1.0,efficient,1.0,133.0,5.1,Premium,Plus,Safety Premium Package
Opel Grandland X,20890.0,Off-Road/Pick-up,Used,Yes,47403.0,Automatic,Benzine,Dealer,1199.0,6.0,120.0,Front,2,1875.0,No,Part/Full Leather,2.0,efficient,4.0,96.0,0.0,Standard,Standard,Safety Standard Package
Opel Grandland X,30850.0,Off-Road/Pick-up,Used,No,55669.0,Automatic,Benzine,Dealer,1598.0,8.0,35.0,Front,6,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,165.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,25990.0,Off-Road/Pick-up,Used,Yes,43916.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,10,1500.0,No,Cloth,1.0,efficient,3.0,133.0,5.8,Premium,Standard,Safety Premium Package
Opel Grandland X,26989.0,Off-Road/Pick-up,Used,Yes,56900.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,12,1575.0,Yes,Part/Full Leather,1.0,efficient,3.0,130.0,4.9,Premium,Plus,Safety Premium Package
Opel Grandland X,19980.0,Off-Road/Pick-up,Used,No,35945.0,Manual,Benzine,Dealer,1199.0,6.0,116.0,Front,2,1875.0,Yes,Cloth,2.0,efficient,2.0,96.0,5.1,Premium,Standard,Safety Premium Package
Opel Grandland X,29990.0,Off-Road/Pick-up,Demonstration,Yes,4999.0,Manual,Benzine,Dealer,1199.0,6.0,114.0,Front,5,1431.0,Yes,Cloth,1.0,efficient,0.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,20480.0,Off-Road/Pick-up,Used,No,76302.0,Automatic,Benzine,Dealer,1199.0,8.0,120.0,Front,11,1875.0,Yes,Part/Full Leather,1.0,efficient,4.0,96.0,5.2,Premium,Plus,Safety Premium Package
Opel Grandland X,23490.0,Off-Road/Pick-up,Used,Yes,20052.0,Automatic,Benzine,Dealer,1199.0,8.0,111.0,Front,8,1393.0,Yes,Part/Full Leather,1.0,efficient,1.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,32489.0,Off-Road/Pick-up,Used,Yes,42112.0,Automatic,Benzine,Dealer,1598.0,8.0,126.0,4WD,8,1875.0,Yes,Cloth,1.0,efficient,2.0,147.0,5.5,Premium,Standard,Safety Premium Package
Opel Grandland X,19980.0,Off-Road/Pick-up,Used,Yes,53200.0,Manual,Diesel,Dealer,1499.0,6.0,111.0,Front,8,1435.0,Yes,Cloth,1.0,efficient,4.0,96.0,4.2,Premium,Plus,Safety Premium Package
Opel Grandland X,23990.0,Off-Road/Pick-up,Used,Yes,35491.0,Automatic,Diesel,Dealer,1499.0,8.0,108.0,Front,9,1455.0,No,Cloth,2.0,efficient,2.0,96.0,3.9,Premium,Standard,Safety Premium Package
Opel Grandland X,15790.0,Off-Road/Pick-up,Used,Yes,93832.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,1,1875.0,No,Cloth,2.0,efficient,3.0,96.0,5.1,Standard,Standard,Safety Standard Package
Opel Grandland X,18900.0,Off-Road/Pick-up,Used,Yes,27786.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,1,1875.0,No,Cloth,2.0,efficient,2.0,96.0,6.4,Premium,Plus,Safety Premium Package
Opel Grandland X,36989.0,Off-Road/Pick-up,Employee's car,Yes,16352.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,9,1875.0,Yes,Part/Full Leather,1.0,efficient,1.0,147.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,21390.0,Off-Road/Pick-up,Used,Yes,14164.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,8,1370.0,No,Cloth,2.0,efficient,3.0,96.0,5.2,Premium,Plus,Safety Premium Package
Opel Grandland X,21990.0,Off-Road/Pick-up,Used,Yes,25280.0,Manual,Diesel,Dealer,1199.0,6.0,121.0,Front,10,1575.0,Yes,Cloth,1.0,efficient,3.0,96.0,4.9,Premium,Standard,Safety Premium Package
Opel Grandland X,18880.0,Off-Road/Pick-up,Used,No,15445.0,Manual,Benzine,Dealer,1199.0,6.0,128.0,Front,6,1875.0,Yes,Cloth,2.0,efficient,4.0,96.0,5.4,Premium,Standard,Safety Premium Package
Opel Grandland X,16690.0,Off-Road/Pick-up,Used,Yes,86134.0,Manual,Diesel,Dealer,1560.0,6.0,111.0,Front,8,1373.0,Yes,Cloth,1.0,efficient,4.0,88.0,4.3,Premium,Standard,Safety Premium Package
Opel Grandland X,24389.0,Off-Road/Pick-up,Used,Yes,62500.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,11,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,22150.0,Off-Road/Pick-up,Used,No,39200.0,Automatic,Benzine,Dealer,1199.0,8.0,119.0,Front,8,1393.0,Yes,Part/Full Leather,2.0,efficient,3.0,96.0,5.2,Standard,Plus,Safety Premium Package
Opel Grandland X,22900.0,Off-Road/Pick-up,Used,No,62545.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,3,1575.0,Yes,Cloth,1.0,efficient,3.0,130.0,4.9,Standard,Standard,Safety Premium Package
Opel Grandland X,22490.0,Off-Road/Pick-up,Used,No,21000.0,Manual,Benzine,Dealer,1199.0,6.0,114.0,Front,2,1875.0,No,Cloth,1.0,efficient,2.0,96.0,5.0,Premium,Standard,Safety Premium Package
Opel Grandland X,22500.0,Off-Road/Pick-up,Used,No,61250.0,Automatic,Diesel,Dealer,1199.0,8.0,118.0,Front,10,1875.0,Yes,Cloth,2.0,efficient,3.0,96.0,4.35,Standard,Standard,Safety Premium Package
Opel Grandland X,27999.0,Off-Road/Pick-up,Used,No,3285.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,6,1875.0,Yes,Cloth,1.0,efficient,0.0,96.0,5.2,Standard,Plus,Safety Premium Package
Opel Grandland X,31389.0,Off-Road/Pick-up,Used,No,68990.0,Automatic,Benzine,Dealer,1598.0,8.0,126.0,4WD,9,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,147.0,5.5,Premium,Plus,Safety Premium Package
Opel Grandland X,33900.0,Off-Road/Pick-up,Demonstration,No,2050.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,6,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,221.0,1.5,Standard,Plus,Safety Premium Package
Opel Grandland X,24690.0,Off-Road/Pick-up,Used,Yes,56961.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,5,1500.0,Yes,Part/Full Leather,2.0,efficient,3.0,133.0,5.8,Premium,Standard,Safety Premium Package
Opel Grandland X,22999.0,Off-Road/Pick-up,Used,No,16305.0,Manual,Benzine,Dealer,1199.0,6.0,114.0,Front,10,1875.0,Yes,Cloth,1.0,efficient,2.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,22980.0,Off-Road/Pick-up,Used,No,23688.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,4,1370.0,Yes,Part/Full Leather,1.0,efficient,4.0,96.0,5.2,Premium,Plus,Safety Premium Package
Opel Grandland X,23980.0,Off-Road/Pick-up,Used,Yes,65500.0,Automatic,Diesel,Dealer,1997.0,8.0,0.0,Front,9,1575.0,No,Cloth,2.0,efficient,3.0,130.0,4.9,Premium,Standard,Safety Premium Package
Opel Grandland X,38490.0,Off-Road/Pick-up,Employee's car,Yes,6000.0,Automatic,Benzine,Dealer,1598.0,8.0,35.0,Front,10,1876.0,Yes,Part/Full Leather,1.0,efficient,1.0,96.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,36450.0,Off-Road/Pick-up,Used,No,12876.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,5,1875.0,Yes,Part/Full Leather,1.0,efficient,2.0,221.0,1.5,Premium,Standard,Safety Premium Package
Opel Grandland X,26990.0,Off-Road/Pick-up,Used,Yes,19100.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,13,1500.0,Yes,Part/Full Leather,2.0,efficient,3.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,18990.0,Off-Road/Pick-up,Used,Yes,19250.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,1,1350.0,No,Part/Full Leather,2.0,efficient,3.0,96.0,5.4,Standard,Standard,Safety Premium Package
Opel Grandland X,17900.0,Off-Road/Pick-up,Used,Yes,55840.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,1,1350.0,No,Part/Full Leather,2.0,efficient,3.0,96.0,5.4,Standard,Standard,Safety Premium Package
Opel Grandland X,22470.0,Off-Road/Pick-up,Used,Yes,40400.0,Manual,Diesel,Dealer,1499.0,6.0,105.0,Front,9,1435.0,Yes,Cloth,1.0,efficient,2.0,96.0,4.0,Premium,Plus,Safety Premium Package
Opel Grandland X,24950.0,Off-Road/Pick-up,Used,Yes,64504.0,Automatic,Diesel,Dealer,1997.0,8.0,128.0,Front,11,1575.0,Yes,Part/Full Leather,1.0,efficient,3.0,130.0,4.9,Premium,Plus,Safety Premium Package
Opel Grandland X,26650.0,Off-Road/Pick-up,Used,Yes,41223.0,Automatic,Diesel,Dealer,1997.0,8.0,124.0,Front,5,1575.0,Yes,Part/Full Leather,2.0,efficient,4.0,130.0,4.8,Premium,Plus,Safety Premium Package
Opel Grandland X,23950.0,Off-Road/Pick-up,Used,Yes,1354.0,Manual,Diesel,Dealer,1499.0,6.0,136.0,Front,3,1875.0,No,Cloth,1.0,efficient,2.0,96.0,3.9,Premium,Standard,Safety Premium Package
Opel Grandland X,21990.0,Off-Road/Pick-up,Used,Yes,9666.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,8,1370.0,No,Cloth,1.0,efficient,3.0,96.0,5.2,Premium,Plus,Safety Premium Package
Opel Grandland X,21900.0,Off-Road/Pick-up,Used,No,15500.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,7,1875.0,Yes,Cloth,1.0,efficient,3.0,96.0,5.2,Premium,Standard,Safety Premium Package
Opel Grandland X,26820.0,Off-Road/Pick-up,Used,No,32237.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,3,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,133.0,5.8,Premium,Standard,Safety Premium Package
Opel Grandland X,21000.0,Off-Road/Pick-up,Used,Yes,36323.0,Manual,Diesel,Dealer,1199.0,6.0,118.0,Front,1,1875.0,No,Cloth,2.0,efficient,4.0,88.0,4.35,Standard,Plus,Safety Standard Package
Opel Grandland X,20989.0,Off-Road/Pick-up,Used,Yes,23701.0,Manual,Benzine,Dealer,1199.0,6.0,123.0,Front,4,1370.0,Yes,Part/Full Leather,2.0,efficient,4.0,96.0,5.2,Standard,Standard,Safety Premium Package
Opel Grandland X,25390.0,Off-Road/Pick-up,Used,No,60020.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,5,1500.0,No,Part/Full Leather,2.0,efficient,3.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,26490.0,Off-Road/Pick-up,Used,No,38988.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,9,1500.0,Yes,Part/Full Leather,2.0,efficient,3.0,133.0,5.8,Standard,Standard,Safety Premium Package
Opel Grandland X,25950.0,Off-Road/Pick-up,Used,No,40044.0,Automatic,Benzine,Dealer,1598.0,8.0,130.0,Front,7,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,133.0,5.7,Premium,Standard,Safety Premium Package
Opel Grandland X,24989.0,Off-Road/Pick-up,Used,Yes,60000.0,Automatic,Diesel,Dealer,1997.0,8.0,122.0,Front,8,1575.0,Yes,Cloth,2.0,efficient,2.0,130.0,4.6,Premium,Plus,Safety Premium Package
Opel Grandland X,24990.0,Off-Road/Pick-up,Used,Yes,68059.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,10,1500.0,Yes,Cloth,1.0,efficient,3.0,133.0,5.8,Standard,Plus,Safety Premium Package
Opel Grandland X,17990.0,Off-Road/Pick-up,Used,Yes,27170.0,Manual,Benzine,Dealer,1199.0,6.0,124.0,Front,10,1350.0,Yes,Cloth,2.0,efficient,4.0,96.0,5.4,Premium,Standard,Safety Premium Package
Opel Grandland X,23989.0,Off-Road/Pick-up,Used,Yes,20300.0,Automatic,Diesel,Dealer,1499.0,8.0,108.0,Front,7,1455.0,Yes,Cloth,1.0,efficient,2.0,96.0,4.1,Premium,Plus,Safety Premium Package
Opel Grandland X,19990.0,Off-Road/Pick-up,Used,Yes,38965.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,8,1370.0,Yes,Cloth,1.0,efficient,3.0,96.0,5.2,Premium,Plus,Safety Premium Package
Opel Grandland X,21980.0,Off-Road/Pick-up,Used,No,27500.0,Automatic,Diesel,Dealer,1499.0,8.0,108.0,Front,6,1875.0,No,Cloth,2.0,efficient,3.0,96.0,4.1,Premium,Standard,Safety Premium Package
Opel Grandland X,19880.0,Off-Road/Pick-up,Used,No,45500.0,Manual,Benzine,Dealer,1199.0,6.0,0.0,Front,5,1875.0,Yes,Part/Full Leather,1.0,efficient,4.0,96.0,5.2,Premium,Standard,Safety Premium Package
Opel Grandland X,32950.0,Off-Road/Pick-up,Used,No,4590.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,4,1500.0,Yes,Part/Full Leather,1.0,efficient,2.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,31980.0,Off-Road/Pick-up,Used,No,12180.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,12,1875.0,Yes,Part/Full Leather,1.0,efficient,1.0,133.0,5.8,Premium,Plus,Safety Premium Package
Opel Grandland X,24380.0,Off-Road/Pick-up,Used,No,12431.0,Manual,Diesel,Dealer,1499.0,6.0,103.0,Front,3,1875.0,Yes,Cloth,1.0,efficient,2.0,96.0,3.9,Premium,Standard,Safety Premium Package
Opel Grandland X,21990.0,Off-Road/Pick-up,Used,Yes,26201.0,Automatic,Benzine,Dealer,1199.0,8.0,119.0,Front,7,1393.0,Yes,Cloth,2.0,efficient,4.0,96.0,5.2,Standard,Plus,Safety Premium Package
Opel Grandland X,27479.0,Off-Road/Pick-up,Used,Yes,29590.0,Automatic,Benzine,Dealer,1598.0,8.0,129.0,Front,10,1500.0,Yes,Part/Full Leather,1.0,efficient,1.0,133.0,5.7,Premium,Standard,Safety Premium Package
Opel Grandland X,26950.0,Off-Road/Pick-up,Used,No,9195.0,Automatic,Benzine,Dealer,1199.0,8.0,123.0,Front,10,1875.0,Yes,Part/Full Leather,1.0,efficient,3.0,96.0,5.2,Premium,Standard,Safety Premium Package
Opel Grandland X,36450.0,Off-Road/Pick-up,Used,Yes,8550.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,7,1875.0,No,Part/Full Leather,1.0,efficient,2.0,147.0,1.5,Premium,Standard,Safety Premium Package
Opel Grandland X,26265.0,Off-Road/Pick-up,Used,Yes,15518.0,Automatic,Benzine,Dealer,1199.0,8.0,114.0,Front,8,1393.0,Yes,Part/Full Leather,1.0,efficient,1.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,18490.0,Off-Road/Pick-up,Used,Yes,70026.0,Manual,Diesel,Dealer,1560.0,6.0,111.0,Front,2,1373.0,Yes,Cloth,2.0,efficient,4.0,88.0,4.3,Standard,Standard,Safety Premium Package
Opel Grandland X,24990.0,Off-Road/Pick-up,Used,Yes,11700.0,Automatic,Diesel,Dealer,1499.0,8.0,108.0,Front,9,1455.0,No,Cloth,1.0,efficient,2.0,96.0,4.1,Premium,Standard,Safety Premium Package
Opel Grandland X,23750.0,Off-Road/Pick-up,Used,No,33792.0,Automatic,Benzine,Dealer,1199.0,8.0,121.0,Front,7,1393.0,Yes,Part/Full Leather,2.0,efficient,4.0,96.0,5.3,Premium,Plus,Safety Premium Package
Opel Grandland X,17900.0,Off-Road/Pick-up,Used,Yes,55840.0,Manual,Benzine,Dealer,1199.0,6.0,120.0,Front,1,1350.0,No,Part/Full Leather,2.0,efficient,3.0,96.0,5.4,Standard,Standard,Safety Premium Package
Opel Grandland X,21400.0,Off-Road/Pick-up,Demonstration,No,83585.0,Manual,Diesel,Dealer,1560.0,6.0,111.0,Front,4,1875.0,Yes,Cloth,1.0,efficient,5.0,88.0,4.3,Premium,Standard,Safety Premium Package
Opel Grandland X,27890.0,Off-Road/Pick-up,Used,No,17700.0,Automatic,Benzine,Dealer,1199.0,8.0,111.0,Front,5,1393.0,Yes,Cloth,1.0,efficient,1.0,96.0,4.9,Standard,Plus,Safety Premium Package
Opel Grandland X,23965.0,Off-Road/Pick-up,Used,Yes,40915.0,Automatic,Benzine,Dealer,1199.0,8.0,114.0,Front,8,1393.0,Yes,Part/Full Leather,1.0,efficient,2.0,96.0,5.0,Premium,Standard,Safety Premium Package
Opel Grandland X,19990.0,Off-Road/Pick-up,Used,Yes,45890.0,Manual,Diesel,Dealer,1499.0,6.0,111.0,Front,7,1435.0,Yes,Cloth,1.0,efficient,4.0,96.0,4.2,Premium,Plus,Safety Premium Package
Opel Grandland X,36950.0,Off-Road/Pick-up,Used,Yes,23979.0,Automatic,Benzine,Dealer,1598.0,8.0,34.0,4WD,7,1875.0,No,Part/Full Leather,1.0,efficient,2.0,221.0,1.5,Premium,Plus,Safety Premium Package
Opel Grandland X,24765.0,Off-Road/Pick-up,Used,Yes,19500.0,Automatic,Benzine,Dealer,1199.0,8.0,114.0,Front,9,1393.0,Yes,Part/Full Leather,1.0,efficient,2.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,21990.0,Off-Road/Pick-up,Used,No,53951.0,Manual,Diesel,Dealer,1499.0,6.0,111.0,Front,7,1435.0,No,Part/Full Leather,1.0,efficient,3.0,96.0,4.2,Standard,Standard,Safety Premium Package
Opel Grandland X,28490.0,Off-Road/Pick-up,Used,Yes,13330.0,Automatic,Benzine,Dealer,1598.0,8.0,132.0,Front,11,1500.0,Yes,Part/Full Leather,1.0,efficient,3.0,133.0,5.8,Premium,Standard,Safety Premium Package
Opel Grandland X,30740.0,Off-Road/Pick-up,Used,No,9500.0,Automatic,Diesel,Dealer,1997.0,8.0,127.0,Front,5,1575.0,Yes,Part/Full Leather,2.0,efficient,3.0,130.0,4.8,Premium,Standard,Safety Premium Package
Opel Grandland X,24980.0,Off-Road/Pick-up,Employee's car,Yes,13300.0,Manual,Benzine,Dealer,1199.0,6.0,114.0,Front,9,1350.0,Yes,Cloth,1.0,efficient,1.0,96.0,5.0,Premium,Plus,Safety Premium Package
Opel Grandland X,22690.0,Off-Road/Pick-up,Demonstration,No,10427.0,Manual,Diesel,Dealer,1560.0,6.0,118.0,Front,4,1875.0,Yes,Cloth,1.0,efficient,5.0,88.0,4.6,Premium,Standard,Safety Premium Package
Opel Grandland X,24990.0,Off-Road/Pick-up,Used,Yes,15350.0,Manual,Diesel,Dealer,1499.0,6.0,111.0,Front,7,1435.0,Yes,Cloth,1.0,efficient,2.0,96.0,4.2,Premium,Plus,Safety Premium Package
Opel Grandland X,22390.0,Off-Road/Pick-up,Used,Yes,35983.0,Automatic,Benzine,Dealer,1199.0,8.0,119.0,Front,3,1393.0,Yes,Cloth,1.0,efficient,3.0,96.0,5.2,Premium,Standard,Safety Premium Package
Opel Grandland X,33990.0,Off-Road/Pick-up,Pre-registered,Yes,15.0,Manual,Benzine,Dealer,1199.0,6.0,141.0,Front,11,1461.0,Yes,Cloth,1.0,efficient,0.0,96.0,6.4,Premium,Plus,Safety Premium Package
Opel Grandland X,23998.0,Off-Road/Pick-up,Used,Yes,30388.0,Manual,Benzine,Dealer,1199.0,8.0,112.0,Front,15,1393.0,Yes,Part/Full Leather,1.0,efficient,2.0,96.0,4.9,Premium,Plus,Safety Premium Package
Opel Grandland X,36590.0,Off-Road/Pick-up,Demonstration,Yes,7500.0,Automatic,Diesel,Dealer,1997.0,8.0,126.0,Front,8,1575.0,No,Part/Full Leather,1.0,efficient,1.0,130.0,4.8,Standard,Plus,Safety Premium Package
Opel Grandland X,26970.0,Off-Road/Pick-up,Used,No,54000.0,Manual,Liquid/Natural Gas,Dealer,1199.0,6.0,121.0,Front,10,1370.0,No,Part/Full Leather,3.0,efficient,4.0,96.0,5.3,Premium,Standard,Safety Premium Package
